task_name|frame_range|split
minnesota_rockclimbing_020_32|2000-2048|train
minnesota_rockclimbing_030_14|877-925|train
minnesota_rockclimbing_030_14|1000-1048|train
minnesota_rockclimbing_030_16|877-925|train
minnesota_rockclimbing_030_18|877-925|val
minnesota_rockclimbing_030_18|1000-1048|train
minnesota_rockclimbing_030_20|877-925|train
minnesota_rockclimbing_030_20|1000-1048|train
minnesota_rockclimbing_030_20|2000-2048|val
minnesota_rockclimbing_030_20|2451-2499|train
minnesota_rockclimbing_030_22|877-925|val
minnesota_rockclimbing_030_22|1000-1048|train
nus_cooking_06_2|877-925|train
nus_cooking_06_2|1000-1048|train
nus_cooking_06_2|2000-2048|train
nus_cooking_06_2|2451-2499|train
nus_cooking_06_3|877-925|train
nus_cooking_06_3|1000-1048|train
nus_cooking_06_3|2000-2048|train
nus_cooking_06_3|2451-2499|train
nus_cooking_06_4|877-925|train
nus_cooking_06_4|1000-1048|train
nus_cooking_06_4|2000-2048|train
nus_cooking_06_4|2451-2499|train
nus_cooking_06_5|877-925|train
nus_cooking_06_5|1000-1048|val
nus_cooking_06_5|2000-2048|train
nus_cooking_06_5|2451-2499|train
nus_cooking_07_2|877-925|train
nus_cooking_07_2|1000-1048|train
nus_cooking_07_2|2000-2048|train
nus_cooking_07_2|2451-2499|train
nus_cooking_07_3|877-925|train
nus_cooking_07_3|1000-1048|train
nus_cooking_07_3|2000-2048|train
nus_cooking_07_3|2451-2499|train
nus_cooking_07_4|877-925|train
nus_cooking_07_4|1000-1048|train
nus_cooking_07_4|2000-2048|train
nus_cooking_07_4|2451-2499|train
nus_cooking_07_5|877-925|train
nus_cooking_07_5|1000-1048|train
nus_cooking_07_5|2000-2048|train
nus_cooking_07_5|2451-2499|train
nus_cooking_10_2|877-925|train
nus_cooking_10_2|1000-1048|train
nus_cooking_10_2|2000-2048|train
nus_cooking_10_2|2451-2499|train
nus_cooking_10_3|877-925|train
nus_cooking_10_3|1000-1048|train
nus_cooking_10_3|2000-2048|train
nus_cooking_10_3|2451-2499|train
nus_cooking_10_4|877-925|val
nus_cooking_10_4|1000-1048|train
nus_cooking_10_4|2000-2048|train
nus_cooking_10_4|2451-2499|train
nus_cooking_10_5|877-925|train
nus_cooking_10_5|1000-1048|train
nus_cooking_10_5|2000-2048|train
nus_cooking_10_5|2451-2499|train
nus_cooking_16_2|877-925|train
nus_cooking_16_2|1000-1048|train
nus_cooking_16_2|2000-2048|train
nus_cooking_16_2|2451-2499|train
nus_cooking_16_3|877-925|train
nus_cooking_16_3|1000-1048|train
nus_cooking_16_3|2000-2048|train
nus_cooking_16_3|2451-2499|train
nus_cooking_16_4|877-925|train
nus_cooking_16_4|1000-1048|train
nus_cooking_16_4|2000-2048|train
nus_cooking_16_4|2451-2499|train
nus_cooking_16_5|877-925|val
nus_cooking_16_5|1000-1048|train
nus_cooking_16_5|2000-2048|train
nus_cooking_16_5|2451-2499|train
nus_cooking_17_2|877-925|val
nus_cooking_17_2|1000-1048|train
nus_cooking_17_2|2000-2048|train
nus_cooking_17_2|2451-2499|train
nus_cooking_17_3|877-925|train
nus_cooking_17_3|1000-1048|train
nus_cooking_17_3|2000-2048|val
nus_cooking_17_3|2451-2499|train
nus_cooking_17_4|877-925|train
nus_cooking_17_4|1000-1048|val
nus_cooking_17_4|2000-2048|train
nus_cooking_17_4|2451-2499|train
nus_cooking_17_5|877-925|train
nus_cooking_17_5|1000-1048|train
nus_cooking_17_5|2000-2048|train
nus_covidtest_19_1|2451-2499|train
nus_covidtest_19_2|2451-2499|train
nus_covidtest_28_2|877-925|train
nus_covidtest_28_2|1000-1048|train
nus_covidtest_28_2|2000-2048|train
nus_covidtest_28_2|2451-2499|train
nus_covidtest_28_3|877-925|train
nus_covidtest_28_3|1000-1048|train
nus_covidtest_28_3|2000-2048|train
nus_covidtest_28_3|2451-2499|train
nus_covidtest_39_2|877-925|train
nus_covidtest_39_2|1000-1048|train
nus_covidtest_39_2|2000-2048|train
nus_covidtest_39_2|2451-2499|train
nus_covidtest_39_3|877-925|train
nus_covidtest_39_3|1000-1048|train
nus_covidtest_39_3|2000-2048|val
nus_covidtest_39_3|2451-2499|train
nus_covidtest_40_2|877-925|train
nus_covidtest_40_2|1000-1048|train
nus_covidtest_40_2|2000-2048|val
nus_covidtest_40_2|2451-2499|train
nus_covidtest_40_3|877-925|train
nus_covidtest_40_3|1000-1048|train
nus_covidtest_40_3|2000-2048|train
nus_covidtest_40_3|2451-2499|train
nus_covidtest_43_2|877-925|train
nus_covidtest_43_2|1000-1048|train
nus_covidtest_43_2|2000-2048|val
nus_covidtest_43_2|2451-2499|train
nus_covidtest_43_3|877-925|train
nus_covidtest_43_3|1000-1048|train
nus_covidtest_43_3|2000-2048|train
nus_covidtest_43_3|2451-2499|train
nus_covidtest_43_4|877-925|train
nus_covidtest_43_4|1000-1048|train
nus_covidtest_43_4|2000-2048|train
nus_covidtest_43_4|2451-2499|train
nus_covidtest_50_1|2451-2499|train
nus_cpr_07_1|877-925|train
nus_cpr_07_1|1000-1048|train
nus_cpr_07_1|2000-2048|train
nus_cpr_07_2|877-925|train
nus_cpr_07_2|1000-1048|train
nus_cpr_07_2|2000-2048|train
nus_cpr_07_2|2451-2499|val
nus_cpr_08_1|877-925|val
nus_cpr_08_1|1000-1048|train
nus_cpr_08_1|2000-2048|train
nus_cpr_08_2|877-925|train
nus_cpr_08_2|1000-1048|train
nus_cpr_08_2|2000-2048|train
nus_cpr_15_1|877-925|train
nus_cpr_15_1|1000-1048|train
nus_cpr_15_1|2000-2048|train
nus_cpr_15_1|2451-2499|train
nus_cpr_15_2|877-925|train
nus_cpr_15_2|1000-1048|train
nus_cpr_15_2|2000-2048|train
nus_cpr_15_2|2451-2499|train
nus_cpr_16_1|877-925|train
nus_cpr_16_1|1000-1048|train
nus_cpr_16_2|877-925|train
nus_cpr_16_2|1000-1048|train
nus_cpr_21_1|1000-1048|train
nus_cpr_21_2|1000-1048|train
nus_cpr_22_1|877-925|train
nus_cpr_22_1|1000-1048|train
nus_cpr_22_2|877-925|train
nus_cpr_22_2|1000-1048|val
nus_cpr_22_2|2000-2048|train
nus_cpr_24_1|877-925|train
nus_cpr_24_1|1000-1048|train
nus_cpr_24_1|2000-2048|train
nus_cpr_24_2|877-925|train
nus_cpr_24_2|1000-1048|val
nus_cpr_24_2|2000-2048|train
nus_cpr_25_1|877-925|val
nus_cpr_25_1|1000-1048|train
nus_cpr_25_1|2000-2048|train
nus_cpr_25_1|2451-2499|train
nus_cpr_25_2|877-925|train
nus_cpr_25_2|1000-1048|train
nus_cpr_25_2|2000-2048|train
nus_cpr_25_2|2451-2499|train
nus_cpr_26_3|877-925|train
nus_cpr_26_3|1000-1048|train
nus_cpr_26_3|2000-2048|train
nus_cpr_26_3|2451-2499|train
nus_cpr_27_2|877-925|val
nus_cpr_27_2|1000-1048|train
nus_cpr_27_3|877-925|train
nus_cpr_27_3|1000-1048|train
nus_cpr_29_2|877-925|train
nus_cpr_29_2|1000-1048|train
nus_cpr_29_2|2000-2048|train
nus_cpr_29_2|2451-2499|train
nus_cpr_29_3|877-925|train
nus_cpr_29_3|1000-1048|train
nus_cpr_29_3|2000-2048|train
nus_cpr_29_3|2451-2499|train
nus_cpr_34_2|877-925|train
nus_cpr_34_2|1000-1048|train
nus_cpr_34_2|2000-2048|train
nus_cpr_34_3|877-925|train
nus_cpr_34_3|1000-1048|train
nus_cpr_34_3|2000-2048|train
nus_cpr_34_4|877-925|train
nus_cpr_34_4|1000-1048|train
nus_cpr_34_4|2000-2048|train
nus_cpr_34_4|2451-2499|train
nus_cpr_39_2|877-925|train
nus_cpr_39_2|1000-1048|train
nus_cpr_39_3|877-925|val
nus_cpr_39_3|1000-1048|train
nus_cpr_40_2|877-925|train
nus_cpr_40_2|1000-1048|train
nus_cpr_40_3|877-925|val
nus_cpr_40_3|1000-1048|train
nus_cpr_42_2|2451-2499|train
nus_cpr_42_3|1000-1048|train
nus_cpr_43_2|877-925|train
nus_cpr_43_2|1000-1048|train
nus_cpr_43_3|877-925|train
nus_cpr_43_3|1000-1048|train
nus_cpr_43_4|877-925|train
nus_cpr_43_4|1000-1048|train
nus_cpr_46_1|877-925|train
nus_cpr_46_1|1000-1048|train
nus_cpr_46_1|2000-2048|train
nus_cpr_46_1|2451-2499|val
nus_cpr_47_1|877-925|train
nus_cpr_47_1|1000-1048|train
nus_cpr_47_1|2000-2048|train
nus_cpr_47_1|2451-2499|val
sfu_basketball013_11|877-925|train
sfu_basketball013_11|1000-1048|train
sfu_basketball013_12|877-925|train
sfu_basketball013_12|1000-1048|train
sfu_basketball013_14|877-925|train
sfu_basketball013_14|1000-1048|train
sfu_basketball013_15|877-925|train
sfu_basketball013_15|1000-1048|train
sfu_basketball013_16|877-925|train
sfu_basketball013_16|1000-1048|train
sfu_basketball013_18|877-925|val
sfu_basketball013_18|1000-1048|train
sfu_basketball013_19|877-925|train
sfu_basketball013_19|1000-1048|train
sfu_basketball013_2|877-925|train
sfu_basketball013_2|1000-1048|val
sfu_basketball013_20|877-925|train
sfu_basketball013_20|1000-1048|train
sfu_basketball013_22|877-925|train
sfu_basketball013_22|1000-1048|train
sfu_basketball013_23|877-925|train
sfu_basketball013_23|1000-1048|val
sfu_basketball013_24|877-925|train
sfu_basketball013_24|1000-1048|train
sfu_basketball013_26|877-925|train
sfu_basketball013_26|1000-1048|train
sfu_basketball013_27|877-925|train
sfu_basketball013_27|1000-1048|train
sfu_basketball013_28|877-925|train
sfu_basketball013_28|1000-1048|train
sfu_basketball013_5|877-925|train
sfu_basketball013_5|1000-1048|train
sfu_basketball013_7|877-925|train
sfu_basketball013_7|1000-1048|train
sfu_basketball013_9|877-925|train
sfu_basketball013_9|1000-1048|train
sfu_basketball014_11|877-925|train
sfu_basketball014_11|1000-1048|train
sfu_basketball014_11|2000-2048|train
sfu_basketball014_13|877-925|train
sfu_basketball014_13|1000-1048|train
sfu_basketball014_13|2000-2048|train
sfu_basketball014_15|877-925|train
sfu_basketball014_15|1000-1048|train
sfu_basketball014_15|2000-2048|train
sfu_basketball014_15|2451-2499|train
sfu_basketball014_16|877-925|train
sfu_basketball014_16|1000-1048|train
sfu_basketball014_18|877-925|train
sfu_basketball014_18|1000-1048|train
sfu_basketball014_18|2000-2048|train
sfu_basketball014_19|877-925|train
sfu_basketball014_19|1000-1048|train
sfu_basketball014_2|877-925|train
sfu_basketball014_2|1000-1048|train
sfu_basketball014_21|877-925|train
sfu_basketball014_22|877-925|train
sfu_basketball014_22|1000-1048|train
sfu_basketball014_22|2000-2048|val
sfu_basketball014_23|877-925|train
sfu_basketball014_23|1000-1048|val
sfu_basketball014_26|877-925|train
sfu_basketball014_26|1000-1048|val
sfu_basketball014_28|877-925|train
sfu_basketball014_28|1000-1048|train
sfu_basketball014_28|2000-2048|train
sfu_basketball014_29|877-925|train
sfu_basketball014_29|1000-1048|train
sfu_basketball014_4|877-925|val
sfu_basketball014_4|1000-1048|val
sfu_basketball014_4|2000-2048|val
sfu_basketball014_4|2451-2499|val
sfu_basketball014_6|877-925|train
sfu_basketball014_6|1000-1048|train
sfu_basketball014_9|877-925|train
sfu_basketball014_9|1000-1048|train
sfu_basketball015_11|877-925|train
sfu_basketball015_11|1000-1048|train
sfu_basketball015_11|2000-2048|train
sfu_basketball015_13|877-925|train
sfu_basketball015_13|1000-1048|train
sfu_basketball015_15|877-925|train
sfu_basketball015_15|1000-1048|train
sfu_basketball015_16|877-925|train
sfu_basketball015_16|1000-1048|val
sfu_basketball015_16|2000-2048|train
sfu_basketball015_17|877-925|train
sfu_basketball015_17|1000-1048|train
sfu_basketball015_19|877-925|train
sfu_basketball015_19|1000-1048|train
sfu_basketball015_2|877-925|train
sfu_basketball015_2|1000-1048|train
sfu_basketball015_20|877-925|train
sfu_basketball015_20|1000-1048|train
sfu_basketball015_20|2000-2048|train
sfu_basketball015_21|877-925|train
sfu_basketball015_21|1000-1048|train
sfu_basketball015_23|877-925|train
sfu_basketball015_23|1000-1048|train
sfu_basketball015_24|877-925|train
sfu_basketball015_24|1000-1048|train
sfu_basketball015_24|2000-2048|train
sfu_basketball015_26|877-925|train
sfu_basketball015_26|1000-1048|train
sfu_basketball015_28|877-925|train
sfu_basketball015_28|1000-1048|train
sfu_basketball015_29|877-925|val
sfu_basketball015_29|1000-1048|train
sfu_basketball015_29|2000-2048|train
sfu_basketball015_30|877-925|train
sfu_basketball015_30|1000-1048|train
sfu_basketball015_4|877-925|train
sfu_basketball015_4|1000-1048|train
sfu_basketball015_4|2000-2048|train
sfu_basketball015_5|877-925|train
sfu_basketball015_5|1000-1048|train
sfu_basketball015_7|877-925|train
sfu_basketball015_7|1000-1048|train
sfu_basketball016_10|877-925|val
sfu_basketball016_10|1000-1048|train
sfu_basketball016_11|877-925|train
sfu_basketball016_11|1000-1048|train
sfu_basketball016_12|877-925|train
sfu_basketball016_12|1000-1048|train
sfu_basketball016_4|877-925|train
sfu_basketball016_4|1000-1048|train
sfu_basketball016_5|877-925|train
sfu_basketball016_5|1000-1048|train
sfu_basketball016_5|2000-2048|train
sfu_basketball016_6|877-925|train
sfu_basketball016_6|1000-1048|train
sfu_basketball016_6|2000-2048|train
sfu_basketball016_7|877-925|train
sfu_basketball016_7|1000-1048|val
sfu_basketball016_8|877-925|train
sfu_basketball016_8|1000-1048|val
sfu_basketball016_9|877-925|train
sfu_basketball016_9|1000-1048|train
sfu_basketball017_10|877-925|val
sfu_basketball017_10|1000-1048|train
sfu_basketball017_10|2000-2048|train
sfu_basketball017_13|877-925|train
sfu_basketball017_13|1000-1048|train
sfu_basketball017_13|2000-2048|train
sfu_basketball017_14|877-925|train
sfu_basketball017_14|1000-1048|train
sfu_basketball017_14|2000-2048|train
sfu_basketball017_16|877-925|train
sfu_basketball017_16|1000-1048|train
sfu_basketball017_17|877-925|train
sfu_basketball017_17|1000-1048|train
sfu_basketball017_17|2000-2048|train
sfu_basketball017_18|877-925|train
sfu_basketball017_18|1000-1048|train
sfu_basketball017_22|877-925|train
sfu_basketball017_22|1000-1048|train
sfu_basketball017_23|877-925|train
sfu_basketball017_23|1000-1048|train
sfu_basketball017_25|877-925|train
sfu_basketball017_25|1000-1048|train
sfu_basketball017_26|877-925|train
sfu_basketball017_26|1000-1048|val
sfu_basketball017_4|877-925|train
sfu_basketball017_4|1000-1048|train
sfu_basketball017_4|2000-2048|train
sfu_basketball017_5|877-925|train
sfu_basketball017_5|1000-1048|train
sfu_basketball017_5|2000-2048|val
sfu_basketball017_7|877-925|train
sfu_basketball017_7|1000-1048|train
sfu_basketball017_9|877-925|train
sfu_basketball017_9|1000-1048|train
sfu_basketball_02_10|877-925|train
sfu_basketball_02_10|1000-1048|train
sfu_basketball_02_12|877-925|train
sfu_basketball_02_12|1000-1048|train
sfu_basketball_02_15|877-925|train
sfu_basketball_02_15|1000-1048|train
sfu_basketball_02_17|877-925|val
sfu_basketball_02_17|1000-1048|train
sfu_basketball_02_18|877-925|train
sfu_basketball_02_18|1000-1048|train
sfu_basketball_02_20|877-925|train
sfu_basketball_02_20|1000-1048|train
sfu_basketball_02_22|877-925|train
sfu_basketball_02_22|1000-1048|train
sfu_basketball_02_25|877-925|train
sfu_basketball_02_25|1000-1048|train
sfu_basketball_02_26|877-925|train
sfu_basketball_02_26|1000-1048|val
sfu_basketball_02_29|877-925|train
sfu_basketball_02_29|1000-1048|train
sfu_basketball_02_3|877-925|train
sfu_basketball_02_31|877-925|train
sfu_basketball_02_31|1000-1048|train
sfu_basketball_02_5|877-925|train
sfu_basketball_02_5|1000-1048|train
sfu_basketball_02_7|877-925|train
sfu_basketball_02_7|1000-1048|train
sfu_basketball_03_10|877-925|train
sfu_basketball_03_10|1000-1048|train
sfu_basketball_03_12|877-925|train
sfu_basketball_03_12|1000-1048|train
sfu_basketball_03_16|877-925|train
sfu_basketball_03_16|1000-1048|val
sfu_basketball_03_18|877-925|train
sfu_basketball_03_18|1000-1048|train
sfu_basketball_03_21|877-925|train
sfu_basketball_03_21|1000-1048|train
sfu_basketball_03_23|877-925|train
sfu_basketball_03_23|1000-1048|train
sfu_basketball_03_27|877-925|train
sfu_basketball_03_27|1000-1048|train
sfu_basketball_03_28|877-925|train
sfu_basketball_03_28|1000-1048|train
sfu_basketball_03_32|877-925|train
sfu_basketball_03_32|1000-1048|train
sfu_basketball_03_34|877-925|train
sfu_basketball_03_34|1000-1048|train
sfu_basketball_03_37|877-925|train
sfu_basketball_03_37|1000-1048|train
sfu_basketball_03_39|877-925|train
sfu_basketball_03_39|1000-1048|train
sfu_basketball_03_4|877-925|train
sfu_basketball_03_4|1000-1048|train
sfu_basketball_03_42|877-925|val
sfu_basketball_03_42|1000-1048|train
sfu_basketball_03_44|877-925|train
sfu_basketball_03_44|1000-1048|val
sfu_basketball_03_47|877-925|train
sfu_basketball_03_47|1000-1048|train
sfu_basketball_03_49|877-925|train
sfu_basketball_03_49|1000-1048|train
sfu_basketball_03_52|877-925|train
sfu_basketball_03_52|1000-1048|train
sfu_basketball_03_54|877-925|val
sfu_basketball_03_54|1000-1048|train
sfu_basketball_03_57|877-925|train
sfu_basketball_03_57|1000-1048|train
sfu_basketball_03_59|877-925|train
sfu_basketball_03_59|1000-1048|train
sfu_basketball_03_6|877-925|val
sfu_basketball_03_6|1000-1048|train
sfu_basketball_03_62|877-925|train
sfu_basketball_03_62|1000-1048|train
sfu_basketball_03_64|877-925|train
sfu_basketball_03_64|1000-1048|train
sfu_basketball_03_80|877-925|train
sfu_basketball_03_80|1000-1048|val
sfu_basketball_05_11|877-925|train
sfu_basketball_05_11|1000-1048|train
sfu_basketball_05_28|877-925|train
sfu_basketball_05_28|1000-1048|val
sfu_basketball_05_28|2000-2048|train
sfu_basketball_05_28|2451-2499|val
sfu_basketball_05_30|877-925|train
sfu_basketball_05_30|1000-1048|train
sfu_basketball_05_30|2000-2048|train
sfu_basketball_05_32|877-925|train
sfu_basketball_05_32|1000-1048|train
sfu_basketball_05_41|877-925|train
sfu_basketball_05_41|1000-1048|train
sfu_basketball_05_7|877-925|train
sfu_basketball_05_7|1000-1048|train
sfu_basketball_05_7|2000-2048|train
sfu_basketball_05_7|2451-2499|val
sfu_basketball_05_8|877-925|train
sfu_basketball_05_8|1000-1048|train
sfu_basketball_05_8|2000-2048|train
sfu_basketball_05_8|2451-2499|val
sfu_basketball_05_9|877-925|val
sfu_basketball_05_9|1000-1048|train
sfu_basketball_06_14|877-925|train
sfu_basketball_06_14|1000-1048|train
sfu_basketball_06_16|877-925|train
sfu_basketball_06_16|1000-1048|train
sfu_basketball_06_16|2000-2048|train
sfu_basketball_06_16|2451-2499|train
sfu_basketball_06_18|877-925|train
sfu_basketball_06_18|1000-1048|train
sfu_basketball_06_18|2000-2048|train
sfu_basketball_06_2|877-925|train
sfu_basketball_06_2|1000-1048|train
sfu_basketball_06_4|877-925|train
sfu_basketball_06_4|1000-1048|train
sfu_basketball_06_4|2000-2048|train
sfu_basketball_06_4|2451-2499|train
sfu_basketball_06_6|877-925|train
sfu_basketball_06_6|1000-1048|train
sfu_basketball_06_6|2000-2048|train
sfu_basketball_07_11|877-925|train
sfu_basketball_07_11|1000-1048|train
sfu_basketball_07_11|2000-2048|val
sfu_basketball_07_19|877-925|train
sfu_basketball_07_19|1000-1048|train
sfu_basketball_07_21|877-925|train
sfu_basketball_07_21|1000-1048|train
sfu_basketball_07_23|877-925|train
sfu_basketball_07_38|877-925|train
sfu_basketball_07_38|1000-1048|train
sfu_basketball_07_8|877-925|train
sfu_basketball_07_8|1000-1048|train
sfu_basketball_07_9|877-925|train
sfu_basketball_07_9|1000-1048|train
sfu_basketball_08_11|877-925|train
sfu_basketball_08_11|1000-1048|train
sfu_basketball_08_13|877-925|train
sfu_basketball_08_13|1000-1048|train
sfu_basketball_08_15|877-925|train
sfu_basketball_08_15|1000-1048|train
sfu_basketball_08_17|877-925|train
sfu_basketball_08_17|1000-1048|train
sfu_basketball_08_19|877-925|train
sfu_basketball_08_19|1000-1048|train
sfu_basketball_08_2|877-925|train
sfu_basketball_08_2|1000-1048|train
sfu_basketball_08_21|877-925|train
sfu_basketball_08_23|877-925|train
sfu_basketball_08_23|1000-1048|train
sfu_basketball_08_25|877-925|train
sfu_basketball_08_25|1000-1048|train
sfu_basketball_08_25|2000-2048|train
sfu_basketball_08_27|877-925|train
sfu_basketball_08_27|1000-1048|train
sfu_basketball_08_29|877-925|train
sfu_basketball_08_29|1000-1048|train
sfu_basketball_08_31|877-925|train
sfu_basketball_08_31|1000-1048|train
sfu_basketball_08_33|877-925|train
sfu_basketball_08_33|1000-1048|train
sfu_basketball_08_35|877-925|train
sfu_basketball_08_35|1000-1048|train
sfu_basketball_08_37|877-925|train
sfu_basketball_08_37|1000-1048|train
sfu_basketball_08_39|877-925|train
sfu_basketball_08_4|877-925|train
sfu_basketball_08_4|1000-1048|train
sfu_basketball_08_41|877-925|train
sfu_basketball_08_41|1000-1048|train
sfu_basketball_08_43|877-925|train
sfu_basketball_08_43|1000-1048|train
sfu_basketball_08_43|2000-2048|train
sfu_basketball_08_43|2451-2499|train
sfu_basketball_08_45|877-925|train
sfu_basketball_08_47|877-925|train
sfu_basketball_08_47|1000-1048|train
sfu_basketball_08_47|2000-2048|val
sfu_basketball_08_48|877-925|train
sfu_basketball_08_48|1000-1048|val
sfu_basketball_08_51|877-925|train
sfu_basketball_08_51|1000-1048|train
sfu_basketball_08_53|877-925|train
sfu_basketball_08_53|1000-1048|train
sfu_basketball_08_6|877-925|train
sfu_basketball_08_6|1000-1048|train
sfu_basketball_08_9|877-925|train
sfu_basketball_08_9|1000-1048|train
sfu_basketball_10_13|877-925|train
sfu_basketball_10_13|1000-1048|train
sfu_basketball_10_15|877-925|val
sfu_basketball_10_16|877-925|train
sfu_basketball_10_16|1000-1048|train
sfu_basketball_10_18|877-925|train
sfu_basketball_10_18|1000-1048|train
sfu_basketball_10_26|877-925|train
sfu_basketball_10_26|1000-1048|train
sfu_basketball_10_28|877-925|train
sfu_basketball_10_28|1000-1048|train
sfu_basketball_10_5|877-925|train
sfu_basketball_10_5|1000-1048|train
sfu_basketball_11_13|877-925|train
sfu_basketball_11_13|1000-1048|train
sfu_basketball_11_15|877-925|train
sfu_basketball_11_15|1000-1048|train
sfu_basketball_11_19|877-925|train
sfu_basketball_11_19|1000-1048|train
sfu_basketball_11_21|877-925|val
sfu_basketball_11_21|1000-1048|train
sfu_basketball_11_24|877-925|train
sfu_basketball_11_24|1000-1048|train
sfu_basketball_11_26|877-925|train
sfu_basketball_11_26|1000-1048|train
sfu_basketball_11_28|877-925|train
sfu_basketball_11_29|877-925|train
sfu_basketball_11_29|1000-1048|train
sfu_basketball_11_31|877-925|train
sfu_basketball_11_31|1000-1048|train
sfu_basketball_11_34|877-925|train
sfu_basketball_11_34|1000-1048|train
sfu_basketball_11_35|877-925|train
sfu_basketball_11_35|1000-1048|train
sfu_basketball_11_6|877-925|train
sfu_basketball_11_6|1000-1048|train
sfu_basketball_11_8|877-925|train
sfu_basketball_11_8|1000-1048|train
sfu_cooking015_2|877-925|val
sfu_cooking015_2|1000-1048|train
sfu_cooking015_2|2000-2048|train
sfu_cooking015_2|2451-2499|train
sfu_cooking015_4|877-925|train
sfu_cooking015_4|1000-1048|train
sfu_cooking015_4|2000-2048|train
sfu_cooking015_4|2451-2499|train
sfu_cooking017_2|877-925|val
sfu_cooking017_2|1000-1048|train
sfu_cooking017_2|2000-2048|train
sfu_cooking017_2|2451-2499|train
sfu_cooking017_4|877-925|train
sfu_cooking017_4|1000-1048|train
sfu_cooking017_4|2000-2048|train
sfu_cooking017_6|877-925|val
sfu_cooking017_6|1000-1048|train
sfu_cooking017_6|2000-2048|val
sfu_cooking017_6|2451-2499|val
sfu_cooking017_9|877-925|train
sfu_cooking017_9|1000-1048|train
sfu_cooking017_9|2000-2048|train
sfu_cooking017_9|2451-2499|train
sfu_cooking020_2|877-925|train
sfu_cooking020_2|1000-1048|train
sfu_cooking020_2|2000-2048|train
sfu_cooking020_2|2451-2499|train
sfu_cooking020_4|877-925|train
sfu_cooking020_4|1000-1048|val
sfu_cooking020_4|2000-2048|train
sfu_cooking020_4|2451-2499|train
sfu_cooking020_6|877-925|train
sfu_cooking020_6|1000-1048|train
sfu_cooking020_6|2000-2048|train
sfu_cooking020_6|2451-2499|train
sfu_cooking020_8|877-925|val
sfu_cooking020_8|1000-1048|train
sfu_cooking020_8|2000-2048|train
sfu_cooking020_8|2451-2499|train
sfu_cooking023_2|877-925|train
sfu_cooking023_2|1000-1048|train
sfu_cooking023_4|877-925|train
sfu_cooking023_4|1000-1048|train
sfu_cooking023_6|877-925|train
sfu_cooking023_6|1000-1048|train
sfu_cooking023_6|2000-2048|train
sfu_cooking023_6|2451-2499|train
sfu_cooking023_8|877-925|val
sfu_cooking023_8|1000-1048|train
sfu_cooking023_8|2000-2048|train
sfu_cooking023_8|2451-2499|train
sfu_cooking025_2|877-925|train
sfu_cooking025_2|1000-1048|train
sfu_cooking025_3|877-925|train
sfu_cooking025_3|1000-1048|train
sfu_cooking025_5|877-925|train
sfu_cooking025_5|1000-1048|train
sfu_cooking025_5|2000-2048|train
sfu_cooking025_5|2451-2499|train
sfu_cooking026_2|877-925|train
sfu_cooking026_2|1000-1048|train
sfu_cooking026_2|2000-2048|train
sfu_cooking026_2|2451-2499|train
sfu_cooking026_4|877-925|train
sfu_cooking026_4|1000-1048|train
sfu_cooking026_6|877-925|train
sfu_cooking026_6|1000-1048|train
sfu_cooking029_2|877-925|train
sfu_cooking029_2|1000-1048|train
sfu_cooking029_2|2000-2048|train
sfu_cooking029_2|2451-2499|train
sfu_cooking029_4|877-925|train
sfu_cooking029_4|1000-1048|train
sfu_cooking029_4|2000-2048|train
sfu_cooking029_4|2451-2499|train
sfu_cooking029_6|877-925|train
sfu_cooking029_6|1000-1048|val
sfu_cooking029_6|2000-2048|train
sfu_cooking029_6|2451-2499|train
sfu_cooking029_8|877-925|train
sfu_cooking029_8|1000-1048|train
sfu_cooking029_8|2000-2048|train
sfu_cooking029_8|2451-2499|train
sfu_cooking031_1|877-925|train
sfu_cooking031_1|1000-1048|train
sfu_cooking031_1|2000-2048|train
sfu_cooking031_1|2451-2499|val
sfu_cooking031_10|877-925|train
sfu_cooking031_10|1000-1048|val
sfu_cooking031_3|877-925|train
sfu_cooking031_3|1000-1048|train
sfu_cooking031_3|2000-2048|train
sfu_cooking031_3|2451-2499|train
sfu_cooking031_5|877-925|train
sfu_cooking031_5|1000-1048|train
sfu_cooking031_5|2000-2048|train
sfu_cooking031_5|2451-2499|train
sfu_cooking031_7|877-925|train
sfu_cooking031_7|1000-1048|train
sfu_cooking031_7|2000-2048|train
sfu_cooking031_7|2451-2499|train
sfu_cooking031_9|877-925|train
sfu_cooking031_9|1000-1048|train
sfu_cooking031_9|2000-2048|train
sfu_cooking031_9|2451-2499|train
sfu_cooking032_1|877-925|train
sfu_cooking032_1|1000-1048|train
sfu_cooking032_1|2000-2048|train
sfu_cooking032_1|2451-2499|train
sfu_cooking032_3|877-925|train
sfu_cooking032_3|1000-1048|train
sfu_cooking032_3|2000-2048|train
sfu_cooking032_3|2451-2499|train
sfu_cooking032_4|877-925|train
sfu_cooking032_4|1000-1048|train
sfu_cooking032_4|2000-2048|train
sfu_cooking032_4|2451-2499|train
sfu_cooking_001_2|877-925|train
sfu_cooking_001_2|1000-1048|train
sfu_cooking_001_2|2000-2048|train
sfu_cooking_001_2|2451-2499|train
sfu_cooking_001_4|877-925|train
sfu_cooking_001_4|1000-1048|train
sfu_cooking_001_4|2000-2048|train
sfu_cooking_001_4|2451-2499|train
sfu_cooking_001_6|877-925|val
sfu_cooking_001_6|1000-1048|train
